U+3400	㐀	4	0	0	キュウ	おか	5	0		卝一	丘	丘							(same as 丘) hillock or mound	キュウ おか			qiū	jau1						
U+3401	㐁	4	0	0	テン		6	0		𠆣口	𠀬䑙𦧖舚西								to lick; to taste, a mat, bamboo bark	テン			tiàn							
U+3402	㐂	4	3	0	キ	よろこぶ	6	0		七七七	喜憙								(non-standard Japanese variant of 喜), to like, love, enjoy; a joyful thing	キ よろこぶ										
U+3403	㐃	4	0	0			3	1		𠃋丶丨														zim1						
U+3404	㐄	4	0	0	カ ケ		3	1		丨匸 丨厂一 丨匚 ⿼𰀁丨 十𠃊	𡕒跨									カ ケ			kuà	kwaa1						
U+3405	㐅	4	0	0	ゴ		2	3		㐅丿丶	五㣻辥刈乂乄𥫢	五							(ancient form of 五) five	ゴ			wǔ	ng5						
U+3406	㐆	4	4	0			6	3		𠂆𫜹𠃌 丿尸一𠃌									(corrupted form) to follow, to trust to; to put confidence in; to depend on, to turn around; to turn the body, (interchangeable 隱)				yǐn							
U+3407	㐇	4	0	0			3	4		九乙														gau2						
U+3408	㐈	4	0	0			3	4		入乙														jap6						
U+3409	㐉	4	0	0			3	4		丁乙														ding1						
U+340A	㐊	4	0	0			4	4		士乙	㐋				㐋									si6						
U+340B	㐋	4	0	0			4	4		土乙 十𠀂	㐊				㐊									tou2						
U+340C	㐌	4	0	0	イ		5	4		𠂉也	色								a tribe of savages in South China	イ			yí	ji4						
U+340D	㐍	4	0	0			5	4		爫乙														zaau2						
U+340E	㐎	4	0	0			5	4		文乙														man4						
U+340F	㐏	4	0	0			5	4		五乙														ng5						
U+3410	㐐	4	0	0			6	4		奴乙														nou4						
U+3411	㐑	4	0	0			6	4		冬乙														dung1						
U+3412	㐒	4	0	0			6	4		召乙														ziu6						
U+3413	㐓	4	0	0			6	4		可乙														ho2						
U+3414	㐔	4	0	0			6	4		丶𠮛乙 亠口乙														hang1						
U+3415	㐕	4	0	0			6	4		由乙														jau4						
U+3416	㐖	4	0	0	ケツ ゲチ		7	4		吉乚									㐖毒, an old name for India	ケツ ゲチ			xié							
U+3417	㐗	4	0	0			7	4		老乙														lou5						
U+3418	㐘	4	0	0			7	4		米乙	𬗮													mai5						
U+3419	㐙	4	0	0			8	4		豆乙														dau6						
U+341A	㐚	4	0	0			8	4		吾乙														ng4						
U+341B	㐛	4	0	0			8	4		佑乙														jau6						
U+341C	㐜	4	0	0	キュウ グ		9	4		求九	𠂃仇								(same as 仇) an enemy, enmity, hatred, to hate, a rival, a match	キュウ グ			chóu							
U+341D	㐝	4	0	0			9	4		拘乙														keoi1						
U+341E	㐞	4	0	0			9	4		其乙														kei4						
U+341F	㐟	4	0	0			9	4		非乙														fei1						
U+3420	㐠	4	0	0			9	4		乳乙														jyu5						
U+3421	㐡	4	0	0	ジュ		11	4		九耎	懦								(same as 懦) weak; timid; imbecile	ジュ			nuò	no6						
U+3422	㐢	4	0	0			11	4		浮乙														fau4						
U+3423	㐣	4	0	0			11	4		庫乙														fu3						
U+3424	㐤	4	0	0	タン キュウ		12	4		九真 九眞	丹								to implore; to beseech, to seek after, to beg; to pray	タン キュウ			dān							
U+3425	㐥	4	0	0			16	4		鋤乙														co4						
U+3426	㐦	4	0	0			19	4		擧乙														geoi2						
U+3427	㐧	4	0	0	ダイ テイ	ただ ついで やしき	4	5		丶丿亅乛 𰀪亅乛 亅𠃑丿	第								(non-standard Japanese variant of 第) sequence, number; grade, degree	ダイ テイ ただ ついで やしき										
U+3428	㐨	4	0	0	ショ ジョ		8	5		予予									a kind of fish in legend (a record in old books)	ショ ジョ			xù	zeoi6						
U+3429	㐩	4	0	0	キョウ ゴ		8	6		井井	銒鈃								wine cups	キョウ ゴ			xíng							
U+342A	㐪	4	0	0	ガイ	い	6	7		亠人凵	亥									ガイ い				si2						
U+342B	㐫	4	0	0	キョウ ク	わるい	6	7		亠凶	凶目	凶							(same as 凶) cruel, unfortunate, sad	キョウ ク わるい			xiōng	hung1						
U+342C	㐬	4	4	0	リュウ ル コウ トツ		7	7		亠𠫝 𠫓𫶧	旒𡿮不荒巟𠫓								(same as 旒; corrupted form of 荒) a cup with pendants, a pennant, wild, barren, uncultivated	リュウ ル コウ トツ			liú	lau4						
U+342D	㐭	4	0	0	リン	くら	8	7		亠回	廩								(same as 廩) a granary, to supply (foodstuff), to stockpile	リン くら			lǐn	lam5						
U+342E	㐮	4	4	0	ジョウ ショウ ソウ		13	7		六𠀎𧘇	襄	襄							(same as 襄) to help; to assist, to achieve, to rise; to raise	ジョウ ショウ ソウ			xiāng	soeng1						
U+342F	㐯	4	0	0	ヨウ	あげる	17	7		亠吕香		庸							(ancient form of 庸) to employ; to use, to manifest	ヨウ あげる			yōng	jung4						
U+3430	㐰	4	0	0	シン		5	8		亻口	信								(ancient form of 信) to believe in; to trust, truth, sincerity, confidence, a pledge or token	シン			xìn	seon3						
U+3431	㐱	4	0	0	シン		5	8		人彡	鬒𠘱	鬒							(same as 鬒) bushy, black hair	シン			zhěn	can2						
