U+8D00	贀	1	0	0	イ		18	153	貝 (かい)	殹貝 瞖八										イ			yì	ji3						
U+8D01	贁	1	0	0	ハイ		18	65 153	貝 (かい)	貝貝攵	𣀕敗								to defeat to spoil or be spoiled; to corrupt or be corrupted	ハイ	HAI	YABURERU	bài	baai6						
U+8D02	贂	1	0	0	シン		18	153	貝 (かいへん)	貝參	𬥞									シン			chěn	cam2						
U+8D03	贃	1	0	0	ワン エン		18	153	貝 (かいへん)	貝患	𧹗	賺𧸖	𧹗	賺					to earn, to make a profit; (Cant.) to enjoy oneself	ワン エン	WAN	SUKASU	wàn	taan3						
U+8D04	贄	1	2	12	シ ゲチ ゲツ チュウ	にえ	18	153	貝 (かい)	執貝 𥊍八	贽𡠗質		贽						gift to a superior; gift given at first meeting	シ ゲチ ゲツ チュウ にえ	SHI	NIE	zhì	zi3	지:0N	CI		生贄 生け贄	生贄	生贄 生け贄
U+8D05	贅	1	2	12	ゼイ ギョウ セイ ゴウ	いぼ	17	153	貝 (かい)	敖貝	赘剟𧷌𧸆𩓁䫨𩕣𧸟𩕀𧸞		赘						unnecessary, superfluous	ゼイ ギョウ セイ ゴウ いぼ	ZEI SEI	IBO	zhuì	zeoi6	췌:0N	CHWEY		贅沢 贅肉 疣贅 贅言	贅沢 贅肉 贅沢品 疣贅 贅言	贅沢 贅肉 贅言 贅沢品
U+8D06	贆	1	0	0	ヒョウ		19	153	貝 (かいへん)	貝猋	猋𧷼賧		𰷫							ヒョウ			biāo	biu1						
U+8D07	贇	1	2	12	イン		19	153	貝 (かい)	斌貝	赟𧸔		赟						affable, agreeable, pleasant	イン	IN		yūn	wan1	빈:N 윤:0N	YUN				
U+8D08	贈	1	1	7	ゾウ ソウ	おく-る	18	153	貝 (かいへん)	貝曾 貝曽	赠承矰𧸑贈		赠						give present; bestow, confer	ゾウ ソウ おくる	ZOU SOU	OKURU	zèng	zang6	증:0E	CUNG	tặng	贈る 贈り物 贈答 贈り 寄贈 贈与 贈りもの 贈物 遺贈 受贈 贈り主 贈れる 追贈 恵贈 贈位 贈歌 贈り手 贈り名	贈答 寄贈 贈与 贈答用 贈答品 贈物 遺贈 受贈 追贈 恵贈 贈位 贈歌 贈与額	贈る 贈り物 贈答 贈り 寄贈 贈りもの 贈物 遺贈 受贈 贈り主 贈れる 追贈 贈位 贈歌 贈り手 贈り名 贈答用 贈答品
U+8D09	贉	1	4	0	タン ドン		19	153	貝 (かいへん)	貝覃	𫎫𧸘		𫎫						earnest money; silk label on books	タン ドン	TAN DON	TETSUKE	dàn	taam5						
U+8D0A	贊	1	2	12	サン	たすける	19	153	貝 (かい)	兟貝 先先貝	赞賛讚	賛	赞						help, support, assist, aid	サン たすける	SAN	TASUKERU TATAERU	zàn	zaan3	찬:0E	CHAN				
U+8D0B	贋	1	1	11	ガン カン	にせ	19	153	貝 (かい)	雁貝	赝贗偐雁鴈	偐贗	赝						false; counterfeit; bogus; sham	ガン カン にせ	GAN	NISE	yàn	ngaan6	안:1	AN		真贋 贋作 贋物 贋札 贋金 贋造 贋者	真贋 贋作 贋物 贋札 贋金 贋造 贋作者 贋者	真贋 贋作 贋物 贋札 贋金 贋造 贋者 贋作者
U+8D0C	贌	1	0	0			19	153	貝 (かいへん)	貝菐													pú	duk6						
U+8D0D	贍	1	2	12	セン ゼン	たす たりる	20	153	貝 (かいへん)	貝詹	赡掞澹𠸆𧸸𩟋		赡						support, aid; to be sufficient; rich, elegant	セン ゼン たす たりる	SEN ZEN	SUKUU TARIRU	shàn	sin6	섬:0N	SEM	thiệm			
U+8D0E	贎	1	4	0	バン ライ レイ	たから	19	153	貝 (かいへん)	貝萬	𧸱𧹇𨲴									バン ライ レイ たから			wàn	maan6						
U+8D0F	贏	1	2	12	エイ ヨウ	あまり かつ	20	153	貝 (かい)	𣎆貝 𦝠貝	赢𦢼盈羸夃		赢						win; surplus, gain, profit	エイ ヨウ あまり かつ	EI	AMARI	yíng	jing4	영:1N	YENG				
U+8D10	贐	1	2	12	ジン シン	はなむけ	21	153	貝 (かいへん)	貝盡	赆䝲𩟝賮	賮	赆						farewell present	ジン シン はなむけ	SHIN JIN	HANAMUKE	jìn	zeon2	신:1N	SIN				
U+8D11	贑	1	0	0	カン		21	153	貝 (かい)	章貢	赣𫎬贛灨		𫎬						Jiangxi province	カン			gàn	gam3						
U+8D12	贒	1	3	0	ケン	かしこい	21	153	貝 (かい)	臣忠貝	賢	賢							virtuous, worthy, good; able	ケン かしこい	KEN	KASHIKOI	xián	jin4						
U+8D13	贓	1	2	12	ゾウ ソウ		21	153	貝 (かいへん)	貝臧	賍𧷢贜	賍贜	赃𰷭						booty, loot, stolen goods; bribe	ゾウ ソウ	ZOU SOU	KAKUSU	zāng	zong1	장:0N	CANG	tang	贓物	贓物	贓物
U+8D14	贔	1	2	12	ヒ ビ		21	153	貝 (かい)	貝賏	赑𩖏屓		赑						strong	ヒ ビ	HI	IKARU	bì	bai3	비:1N	PI		贔屓	贔屓 贔屓目 身贔屓	
U+8D15	贕	1	0	0	トク ドク		22	153	貝 (かい)	卵賣 卵𧶠	𫧿𧸷		𫧿							トク ドク			dú	duk6						
U+8D16	贖	1	2	12	ショク ゾク シュ ジュ	あがなう	22	153	貝 (かいへん)	貝賣 貝𧶠	赎續𧹎		赎						buy, redeem; ransom; atone for	ショク ゾク シュ ジュ あがなう	SHOKU	AGANAU	shú	suk6	속:0N	SOK	chuộc	贖罪 贖う 贖宥	贖罪 贖宥	贖罪 贖う 贖宥
U+8D17	贗	1	0	0	ガン ゲン	にせ	22	153	貝 (かい)	鴈貝	赝贋偐	偐贋	赝						counterfeit, false	ガン ゲン にせ	KEN GAN GEN	TADASHIKUNAI NISE NISEMONO	yàn	ngaan6						
U+8D18	贘	1	0	0			22	153	貝 (かいへん)	貝賞													shǎng	soeng2						
U+8D19	贙	1	0	0	ケン ゲン		23	153	貝 (かい)	虤貝 虎虎貝	𧷠𧸾		𰷮							ケン ゲン			xuàn	jyun5						
U+8D1A	贚	1	0	0	リョウ リュ		23	153	貝 (かいへん)	貝龍	𫎦		𫎦							リョウ リュ			lòng	lung6						
U+8D1B	贛	1	3	0	カン トウ チョウ チュ コウ コン ケン ク	おろか	24	153	貝 (かい)	章夂貢	赣贑灨戇𣹟𥫔𧹄𧹉贛𩐬𩑅		赣						Jiangxi province; places therein	カン トウ チョウ チュ コウ コン ケン ク おろか	KOU KU KAN KON	TAMAU	gàn	gam3	공:1N	KONG				
U+8D1C	贜	1	0	0	ゾウ	かくす	24	153	貝 (かいへん)	貝藏	赃贓	賍贓	赃𰷭						booty, loot, stolen goods; bribe	ゾウ かくす	ZOU SOU	KAKUSU	zāng	zong1		CANG				
U+8D1D	贝	1	0	0			4	153	贝 (かい)	冂人	貝𫨰					貝			sea shell; money, currency				bèi	bui3						
U+8D1E	贞	1	0	0			6	153	贝 (かい)	⺊贝	貞					貞			virtuous, chaste, pure; loyal				zhēn	zing1						
U+8D1F	负	1	0	0			6	153	贝 (かい)	⺈贝	負					負			load, burden; carry, bear				fù	fu6						
U+8D20	贠	1	0	0			6	153	贝 (かい)	厶贝	貟					貟			member; personnel, staff member				yuán	jyun4						
U+8D21	贡	1	0	0			7	153	贝 (かい)	工贝	貢					貢			offer tribute; tribute, gifts				gòng	gung3						
U+8D22	财	1	0	0			7	153	贝 (かいへん)	贝才	財					財			wealth, valuables, riches				cái	coi4						
U+8D23	责	1	0	0			8	153	贝 (かい)	龶贝	責					責			one's responsibility, duty				zé	zaak3						
U+8D24	贤	1	0	0			8	153	贝 (かい)	𰀡贝	賢					賢			virtuous, worthy, good; able				xián	jin4						
U+8D25	败	1	0	0			8	153	贝 (かいへん)	贝攵	敗					敗			be defeated, decline, fail				bài	baai6						
U+8D26	账	1	0	0			8	153	贝 (かいへん)	贝长	賬					賬			accounts; bill, debt; credit				zhàng	zoeng3						
U+8D27	货	1	0	0			8	153	贝 (かい)	化贝	貨					貨			goods, commodities, products				huò	fo3						
U+8D28	质	1	0	0			8	153	贝 (かい)	𣂑贝	質					質			matter, material, substance				zhì	zat1						
U+8D29	贩	1	0	0			8	153	贝 (かいへん)	贝反	販					販			peddler, hawker, street merchant				fàn	faan3						
U+8D2A	贪	1	0	0			8	153	贝 (かい)	今贝	貪					貪			be greedy, covet; covetous				tān	taam1						
U+8D2B	贫	1	0	0			8	153	贝 (かい)	分贝	貧					貧			poor, impoverished, needy				pín	pan4						
U+8D2C	贬	1	0	0			8	153	贝 (かいへん)	贝乏	貶					貶			decrease, lower; censure, criticize				biǎn	bin2						
U+8D2D	购	1	0	0			8	153	贝 (かいへん)	贝勾	購𧵈					購			buy, purchase; hire				gòu	gau3						
U+8D2E	贮	1	0	0			8	153	贝 (かいへん)	贝㝉	貯	𮷍				貯			store, stockpile, hoard				zhù	cyu5						
U+8D2F	贯	1	0	0			8	153	贝 (かい)	毌贝	貫					貫			a string of 1000 coins; to go through				guàn	gun3						
U+8D30	贰	1	0	0			9	153	贝 (かい)	弍贝	貳					貳			number two				èr	ji6						
U+8D31	贱	1	0	0			9	153	贝 (かいへん)	贝戋	賤					賤			mean, low; cheap, worthless				jiàn	zin6						
U+8D32	贲	1	0	0			9	153	贝 (かい)	𠦄贝 十𱽎	賁					賁			forge ahead; energetic; surname				bēn	bei3						
U+8D33	贳	1	0	0			9	153	贝 (かい)	世贝	貰					貰			borrow; pardon; loan				shì	sai3						
U+8D34	贴	1	0	0			9	153	贝 (かいへん)	贝占	貼					貼			paste to, stick on; attached to				tiē	tip3						
U+8D35	贵	1	0	0			9	153	贝 (かい)	𠀐贝	貴					貴			expensive, costly, valuable				guì	gwai3						
U+8D36	贶	1	0	0			9	153	贝 (かいへん)	贝兄	貺					貺			give, grant, bestow; surname				kuàng	fong3						
U+8D37	贷	1	0	0			9	153	贝 (かい)	代贝	貸					貸			lend; borrow; pardon				dài	taai3						
U+8D38	贸	1	0	0			9	153	贝 (かい)	𱍸刀贝	貿					貿			trade, barter; mixed; rashly				mào	mau6						
U+8D39	费	1	0	0			9	153	贝 (かい)	弗贝	費					費			expenses, expenditures, fee				fèi	fai3						
U+8D3A	贺	1	0	0			9	153	贝 (かい)	加贝	賀					賀			congratulate; send present				hè	ho6						
U+8D3B	贻	1	0	0			9	153	贝 (かいへん)	贝台	貽					貽			give to, hand down, bequeath				yí	ji4						
U+8D3C	贼	1	0	0			10	153	贝 (かいへん)	贝戎	賊					賊			thief, traitor; kill				zéi	caak6						
U+8D3D	贽	1	0	0			10	153	贝 (かい)	执贝	贄					贄			gift superior; gift given				zhì	zi3						
U+8D3E	贾	1	0	0			10	153	贝 (かい)	覀贝	賈					賈			surname; merchant; buy, trade				jiǎ	gaa2						
U+8D3F	贿	1	0	0			10	153	贝 (かいへん)	贝有	賄					賄			bribe; bribes; riches, wealth				huì	fui2						
U+8D40	赀	1	0	0			10	153	贝 (かい)	此贝	貲					貲			property; wealth; to count				zī	zi1						
U+8D41	赁	1	0	0			10	153	贝 (かい)	任贝	賃					賃			rent, hire; hired person				lìn	jam6						
U+8D42	赂	1	0	0			10	153	贝 (かいへん)	贝各	賂					賂			bribe; give present				lù	lou6						
U+8D43	赃	1	0	0			10	153	贝 (かいへん)	贝庄	賍贜					贓贜			booty, loot, stolen goods; bribe				zāng	zong1						
U+8D44	资	1	0	0			10	153	贝 (かい)	次贝	貲資					資			property; wealth; capital				zī	zi1						
U+8D45	赅	1	0	0			10	153	贝 (かいへん)	贝亥	賅					賅			prepared for; inclusive				gāi	goi1						
U+8D46	赆	1	0	0			10	153	贝 (かいへん)	贝尽	贐					贐			farewell present				jìn	zeon2						
U+8D47	赇	1	0	0			11	153	贝 (かいへん)	贝求	賕					賕			bribe				qiú	kau4						
U+8D48	赈	1	0	0			11	153	贝 (かいへん)	贝辰	賑					賑			relieve, aid distressed; rich				zhèn	zan3						
U+8D49	赉	1	0	0			11	153	贝 (かい)	来贝	賚					賚			give, present, confer; surname				lài	loi6						
U+8D4A	赊	1	0	0			11	153	贝 (かいへん)	贝佘	賒					賒			buy and sell on credit, distant				shē	se1						
U+8D4B	赋	1	0	0			12	153	贝 (かいへん)	贝武	賦					賦			tax; give; endow; army; diffuse				fù	fu3						
U+8D4C	赌	1	0	0			12	153	贝 (かいへん)	贝者	賭					賭			bet, gamble, wager; compete				dǔ	dou2						
U+8D4D	赍	1	0	0			12	153	贝 (かい)	十从冖贝	賫賷齎					賫齎			present				jī	zai1						
U+8D4E	赎	1	0	0			12	153	贝 (かいへん)	贝卖	贖					贖			buy, redeem; ransom; atone for				shú	suk6						
U+8D4F	赏	1	0	0			12	153	贝 (かい)	龸员 𫩠贝	賞					賞			reward, grant, bestow; appreciate				shǎng	soeng2						
U+8D50	赐	1	0	0			12	153	贝 (かいへん)	贝易	賜					賜			give, bestow favors; appoint				cì	ci3						
U+8D51	赑	1	0	0			12	153	贝 (かい)	贝𲂻	贔					贔			strong		HI	IKARU	bì	bai3						
U+8D52	赒	1	0	0			12	153	贝 (かいへん)	贝周	賙					賙			give for charity				zhōu	zau1		CWU				
U+8D53	赓	1	0	0			12	153	贝 (かい)	庚贝	賡					賡			continue				gēng	gang1						
U+8D54	赔	1	0	0			12	153	贝 (かいへん)	贝咅	賠					賠			indemnify, suffer loss				péi	pui4						
U+8D55	赕	1	0	0			12	153	贝 (かいへん)	贝炎	賧					賧			fine				dǎn	daam6						
U+8D56	赖	1	0	0			13	153	贝 (かい)	束负	賴頼𡃤					賴			rely, depend on; accuse falsely				lài	laai6						
U+8D57	赗	1	0	0			13	153	贝 (かいへん)	贝冒	賵					賵			gift				fèng	fung3						
U+8D58	赘	1	0	0			14	153	贝 (かい)	敖贝	贅					贅			unnecessary, superfluous				zhuì	zeoi6						
U+8D59	赙	1	0	0			14	153	贝 (かいへん)	贝尃	賻					賻			gift of money help pay funeral				fù	fu6						
U+8D5A	赚	1	0	0			14	153	贝 (かいへん)	贝兼	賺					賺			make money, earn; gain, profit				zhuàn	zaan6						
U+8D5B	赛	1	0	0			14	153	贝 (かい)	𡨄贝	賽					賽			compete, contend; contest, race				sài	coi3						
U+8D5C	赜	1	0	0			15	153	贝 (かい)	𦣞责	賾					賾			abstruse, deep, profound				zé	zaak3						
U+8D5D	赝	1	0	0			16	153	贝 (かい)	雁贝	贋贗					贋贗			false; counterfeit; bogus; sham				yàn	ngaan6						
U+8D5E	赞	1	0	0			16	153	贝 (かい)	兟贝	讚賛贊					贊			help, support, assist, aid				zàn	zaan3						
U+8D5F	赟	1	0	0			16	153	贝 (かい)	斌贝	贇					贇			affable, agreeable, pleasant		IN		yūn	wan1		YUN				
U+8D60	赠	1	0	0			16	153	贝 (かいへん)	贝曾	贈					贈			give present; bestow, confer				zèng	zang6						
U+8D61	赡	1	0	0			17	153	贝 (かいへん)	贝詹	贍					贍			support, aid; rich, elegant				shàn	sin6						
U+8D62	赢	1	0	0			17	153	贝 (かい)	𣎆贝	贏					贏			win; surplus, gain, profit				yíng	jing4						
U+8D63	赣	1	0	0			21	153	贝 (かい)	章夂贡	灨贑贛					贛			Jiangxi province; places therein				gàn	gam3						
U+8D64	赤	1	1	1	セキ シャク	あか あか-い あか-らむ あか-らめる	7	154	赤 (あか)	土丿小 土丿刂丶	斥尺灻𤆍烾𣇐	𤆍							red; bare; Kangxi radical 155	セキ シャク あか あかい あからむ あからめる	SEKI SHAKU	AKA AKAI	chì	cek3	적:0E	CEK	xích	赤い 赤ちゃん 赤字 赤木 赤子 赤とんぼ 赤土 赤玉 赤目 赤白 赤本 赤だし 赤貝 赤ひげ 赤青 赤かぶ 赤水 赤犬 赤虫 赤トンボ 赤らめる 赤花 まっ赤 赤カブ 白赤 赤べこ 赤口 七赤 赤赤 赤金 赤マル 赤チン 赤バラ 赤月 赤し 赤出し 大赤 赤おに 赤糸 赤んぼ 赤らむ 赤さび 赤サビ 赤んぼう 赤ニキビ 赤まむし 赤耳 赤ウニ 赤らみ 赤手 赤あざ 赤むつ 赤エビ 赤まんま 赤める 赤えい 赤ふんどし 赤カビ 赤えび 赤むけ 赤アザ 赤まる 赤ミミズ 赤タン 赤ナマコ 赤メバル	赤字 赤木 赤子 赤土 赤玉 赤目 赤白 赤本 赤貝 赤青 赤水 赤玉土 赤犬 赤虫 赤花 白赤 赤口 七赤 赤赤 赤金 赤月 大赤 赤糸 赤耳 赤手	赤い 赤ちゃん 赤とんぼ 赤だし 赤ひげ 赤かぶ 赤トンボ 赤らめる まっ赤 赤カブ 赤べこ 赤マル 赤チン 赤バラ 赤し 赤おに 赤んぼ 赤らむ 赤さび 赤サビ 赤んぼう 赤ニキビ 赤まむし 赤ウニ 赤らみ 赤あざ 赤むつ 赤エビ 赤まんま 赤める 赤えい 赤ふんどし 赤カビ 赤えび 赤むけ 赤アザ 赤まる 赤ミミズ 赤タン 赤ナマコ 赤メバル
U+8D65	赥	1	0	0	ケキ キャク キョク コキ		11	154	赤 (あかへん)	赤欠										ケキ キャク キョク コキ	KEKI KYAKU KOKI	AKA AKAI	xī	hik1						
U+8D66	赦	1	1	8	シャ		11	154	赤 (あかへん)	赤攵	舍螫策𢼗𢼜𢽀𤆅𥘦								forgive, remit, pardon	シャ サク シャク ゆるす	SHA	YURUSU	shè	se3	사:0N	SA	xá	容赦 赦し 恩赦 赦免 赦す 特赦 大赦 赦せる	容赦 恩赦 赦免 特赦 大赦	容赦 赦し 恩赦 赦す 特赦 大赦 赦せる
U+8D67	赧	1	2	12	タン ダン	あからめる	11	154	赤 (あかへん)	赤𠬝 赤㞋	𢠱𧹞𧹠𩈑䩅𩈫𩈶𢟻𤿜䚂								blush, turn red	タン ダン あからめる	TAN DAN	AKARAMERU	nǎn	naan5	난:1N	NAN	nấn			
U+8D68	赨	1	0	0	トウ ズ ユウ ユ キュウ グ		13	154	赤 (あかへん)	赤虫	蚒𧋒𧹝𧌝									トウ ズ ユウ ユ キュウ グ			tóng	tung4						
U+8D69	赩	1	0	0	コク キョク カク キャク		13	154	赤 (あかへん)	赤色	奭𦫜	𦫜								コク キョク カク キャク	KYOKU KOKU KAKU KYAKU	AKA	xì	sik1						
U+8D6A	赪	1	0	0			13	154	赤 (あかへん)	赤贞	赬					赬			deep red				chēng	cing1						
