U+7800	砀	1	0	0			8	111	石 (いしへん)	石𠃓					碭			brilliantly colored stone with veined patterns in it				dàng	dong6						
U+7801	码	1	0	0			8	111	石 (いしへん)	石马					碼			number, numerals; yard; symbol				mǎ	maa5						
U+7802	砂	1	1	6	サ シャ	すな	9	111	石 (いしへん)	石少								sand; pebbles, gravel; gritty	サ シャ すな	SA SHA	SUNA	shā	saa1	사:0N	SA		砂糖 土砂 高砂 砂利 砂防 黄砂 砂地 土砂降り 砂場 白砂 真砂 砂利道 砂金 砂岩 砂子 砂山 砂鉄 砂原 砂州 砂遊び 砂上 玉砂利 砂質 流砂 粉砂糖 星砂 鳴き砂 底砂 海砂 川砂 熱砂 砂ぼこり 砂絵 金砂 砂層 砂像 防砂 海砂利 砂型 山砂 砂浴び 黒砂 飛砂 砂かぶり 真砂土 砂中 砂出し ホウ砂 砂走り 砂れき 砂箱 砂流し 細砂 砂土 砂あそび 鉄砂 盛砂 砂虫 川砂利 砂じん 山砂利 泣き砂 紙砂 貯砂 砂ほこり 盛り砂 砂鉱 風砂 砂風 砂落とし	砂糖 土砂 高砂 砂利 砂防 黄砂 砂地 砂場 白砂 砂時計 黒砂糖 真砂 砂利道 砂金 砂岩 砂子 砂山 砂鉄 氷砂糖 砂原 砂州 砂上 角砂糖 玉砂利 砂質 流砂 粉砂糖 星砂 底砂 海砂 川砂 熱砂 砂絵 金砂 砂層 砂像 防砂 海砂利 砂型 山砂 砂質土 黒砂 飛砂 真砂土 砂中 砂色 砂箱 細砂 金砂子 砂土 赤砂糖 銀砂子 鉄砂 盛砂 砂虫 川砂利 山砂利 紙砂 貯砂 砂鉱 風砂 砂風	土砂 高砂 砂利 砂防 黄砂 砂地 砂場 白砂 真砂 砂利道 砂金 砂岩 砂子 砂山 砂鉄 砂原 砂州 砂遊び 砂上 玉砂利 砂質 流砂 星砂 鳴き砂 底砂 海砂 川砂 熱砂 砂ぼこり 砂絵 金砂 砂像 防砂 海砂利 砂型 山砂 砂浴び 黒砂 飛砂 砂かぶり 真砂土 砂中 砂出し ホウ砂 砂走り 砂れき 砂箱 砂流し 細砂 砂土 砂あそび 鉄砂 砂虫 川砂利 砂じん 山砂利 泣き砂 紙砂 貯砂 砂ほこり 砂鉱 風砂 砂風 砂落とし 砂時計 砂質土 砂色 金砂子 銀砂子
U+7803	砃	1	0	0	タン		9	111	石 (いしへん)	石丹									タン			dān	daan1						
U+7804	砄	1	0	0	ケツ ケチ		9	111	石 (いしへん)	石夬									ケツ ケチ			jué	kyut3						
U+7805	砅	1	4	0	レイ リ ヒョウ		9	111	石 (いしへん)	石水	濿							cross on stepping stones	レイ リ ヒョウ	REI RI HYOU	WATARU	lì	lai6						
U+7806	砆	1	4	0	フ		9	111	石 (いしへん)	石夫								semiprecious stone, agate	フ	FU	ISHI	fū	fu1						
U+7807	砇	1	0	0	ビン ミン		9	111	石 (いしへん)	石文	珉							a stone resembling jade, alabaster	ビン ミン			mín	man4	민:N					
U+7808	砈	1	0	0	ダ ガ ナ		9	111	石 (いしへん)	石厄 𬑹㔾									ダ ガ ナ			ě	ngo5						
U+7809	砉	1	4	0	カク ケキ ギャク キャク		9	111	石 (いし)	丰石 丯石								the sound of flaying, separating skin and bone; the sound of flying quickly, whooshing	カク ケキ ギャク キャク	KEKI KYAKU KAKU WAKU		huā huò	waak6						
U+780A	砊	1	0	0	コウ キョウ		9	111	石 (いしへん)	石亢									コウ キョウ			kāng	kong3						
U+780B	砋	1	0	0	シ		9	111	石 (いしへん)	石止									シ			zhǐ	zi2						
U+780C	砌	1	2	12	セイ サイ	みぎり	9	111	石 (いしへん)	石切	纖							to build, pile up; stone steps, brick walk	セイ サイ みぎり	SEI SAI	MIGIRI	qì	cai3	체:1N	CHEY				
U+780D	砍	1	4	0	カン コン	きる	9	111	石 (いしへん)	石欠								hack, chop, cut, fell	カン コン きる	KAN KON KIN	KIRU	kǎn	ham2						
U+780E	砎	1	0	0	カイ カツ ケチ		9	111	石 (いしへん)	石介									カイ カツ ケチ	KAI KATSU KECHI	KATAI	jiè	gaai3						
U+780F	砏	1	0	0	ハン ヒン フン		9	111	石 (いしへん)	石分									ハン ヒン フン			bīn	fan1	분:1N	PWUN				
U+7810	砐	1	0	0	ゴウ		8	111	石 (いしへん)	石及								(Cant.) to nod one's head; to shake, sway	ゴウ			è	ngap6						
U+7811	砑	1	0	0	ガ ゲ	すりくだく みがく	9	111	石 (いしへん)	石牙								to grind, to calender, to polish; to roll with a stone roller	ガ ゲ すりくだく みがく	GA GE	SURU	yà	ngaa6	아:1N	A				
U+7812	砒	1	2	12	ヒ ヘイ ビ		9	111	石 (いしへん)	石比	磇							(obsolete form of 砒); white arsenic, arsenic trioxide	ヒ ヘイ ビ	HI HEI		pī	pei1	비:0N	PI		砒素 砒酸	砒素 亜砒酸 砒酸	砒素 砒酸 亜砒酸
U+7813	砓	1	0	0	セツ セチ		9	111	石 (いしへん)	石殳									セツ セチ			zhé	zit3						
