丽,3,0,0,,,0,,,,,
丸,3,0,0,,,0,,,,,
乁,3,0,0,,,0,,,,,
𠄢,3,0,0,,,0,,,,,
你,3,0,0,,,0,,,,,
侮,3,0,0,,,0,,,,,
侻,3,0,0,,,0,,,,,
倂,3,0,0,,,0,,,,,
偺,3,0,0,,,0,,,,,
備,3,0,0,,,0,,,,,
僧,3,0,0,,,0,,,,,
像,3,0,0,,,0,,,,,
㒞,3,0,0,,,0,,,,,
𠘺,3,0,0,,,0,,,,,
免,3,0,0,,,0,,,,,
兔,3,0,0,,,0,,,,,
兤,3,0,0,,,0,,,,,
具,3,0,0,,,0,,,,,
𠔜,3,0,0,,,0,,,,,
㒹,3,0,0,,,0,,,,,
內,3,0,0,,,0,,,,,
再,3,0,0,,,0,,,,,
𠕋,3,0,0,,,0,,,,,
冗,3,0,0,,,0,,,,,
冤,3,0,0,,,0,,,,,
仌,3,0,0,,,0,,,,,
冬,3,0,0,,,0,,,,,
况,3,0,0,,,0,,,,,
𩇟,3,0,0,,,0,,,,,
凵,3,0,0,,,0,,,,,
刃,3,0,0,,,0,,,,,
㓟,3,0,0,,,0,,,,,
刻,3,0,0,,,0,,,,,
剆,3,0,0,,,0,,,,,
割,3,0,0,,,0,,,,,
剷,3,0,0,,,0,,,,,
㔕,3,0,0,,,0,,,,,
勇,3,0,0,,,0,,,,,
勉,3,0,0,,,0,,,,,
勤,3,0,0,,,0,,,,,
勺,3,0,0,,,0,,,,,
包,3,0,0,,,0,,,,,
匆,3,0,0,,,0,,,,,
北,3,0,0,,,0,,,,,
卉,3,0,0,,,0,,,,,
卑,3,0,0,,,0,,,,,
博,3,0,0,,,0,,,,,
即,3,0,0,,,0,,,,,
卽,3,0,0,,,0,,,,,
卿,3,0,0,,,0,,,,,
卿,3,0,0,,,0,,,,,
卿,3,0,0,,,0,,,,,
𠨬,3,0,0,,,0,,,,,
灰,3,0,0,,,0,,,,,
及,3,0,0,,,0,,,,,
叟,3,0,0,,,0,,,,,
𠭣,3,0,0,,,0,,,,,
叫,3,0,0,,,0,,,,,
叱,3,0,0,,,0,,,,,
吆,3,0,0,,,0,,,,,
咞,3,0,0,,,0,,,,,
吸,3,0,0,,,0,,,,,
呈,3,0,0,,,0,,,,,
周,3,0,0,,,0,,,,,
咢,3,0,0,,,0,,,,,
哶,3,0,0,,,0,,,,,
唐,3,0,0,,,0,,,,,
啓,3,0,0,,,0,,,,,
啣,3,0,0,,,0,,,,,
善,3,0,0,,,0,,,,,
善,3,0,0,,,0,,,,,
喙,3,0,0,,,0,,,,,
喫,3,0,0,,,0,,,,,
喳,3,0,0,,,0,,,,,
嗂,3,0,0,,,0,,,,,
圖,3,0,0,,,0,,,,,
嘆,3,0,0,,,0,,,,,
圗,3,0,0,,,0,,,,,
噑,3,0,0,,,0,,,,,
噴,3,0,0,,,0,,,,,
切,3,0,0,,,0,,,,,
壮,3,0,0,,,0,,,,,
城,3,0,0,,,0,,,,,
埴,3,0,0,,,0,,,,,
堍,3,0,0,,,0,,,,,
型,3,0,0,,,0,,,,,
堲,3,0,0,,,0,,,,,
報,3,0,0,,,0,,,,,
墬,3,0,0,,,0,,,,,
𡓤,3,0,0,,,0,,,,,
売,3,0,0,,,0,,,,,
壷,3,0,0,,,0,,,,,
夆,3,0,0,,,0,,,,,
多,3,0,0,,,0,,,,,
夢,3,0,0,,,0,,,,,
奢,3,0,0,,,0,,,,,
𡚨,3,0,0,,,0,,,,,
𡛪,3,0,0,,,0,,,,,
姬,3,0,0,,,0,,,,,
娛,3,0,0,,,0,,,,,
娧,3,0,0,,,0,,,,,
姘,3,0,0,,,0,,,,,
婦,3,0,0,,,0,,,,,
㛮,3,0,0,,,0,,,,,
㛼,3,0,0,,,0,,,,,
嬈,3,0,0,,,0,,,,,
嬾,3,0,0,,,0,,,,,
嬾,3,0,0,,,0,,,,,
𡧈,3,0,0,,,0,,,,,
寃,3,0,0,,,0,,,,,
寘,3,0,0,,,0,,,,,
寧,3,0,0,,,0,,,,,
寳,3,0,0,,,0,,,,,
𡬘,3,0,0,,,0,,,,,
寿,3,0,0,,,0,,,,,
将,3,0,0,,,0,,,,,
当,3,0,0,,,0,,,,,
尢,3,0,0,,,0,,,,,
㞁,3,0,0,,,0,,,,,
屠,3,0,0,,,0,,,,,
屮,3,0,0,,,0,,,,,
峀,3,0,0,,,0,,,,,
岍,3,0,0,,,0,,,,,
𡷤,3,0,0,,,0,,,,,
嵃,3,0,0,,,0,,,,,
𡷦,3,0,0,,,0,,,,,
嵮,3,0,0,,,0,,,,,
嵫,3,0,0,,,0,,,,,
嵼,3,0,0,,,0,,,,,
巡,3,0,0,,,0,,,,,
