U+29100	𩄀	5	0	0	レイ		17	172		雨𡗓乚日 雨𡗓电									レイ										
U+29101	𩄁	5	0	0	キ		17	172		雨虺									キ										
U+29102	𩄂	5	0	0			17	172		雨派																			
U+29103	𩄃	5	0	0			17	172		雨枹																			
U+29104	𩄄	5	0	0	セイ		17	172		雨春									セイ										
U+29105	𩄅	5	0	0			17	172		雨昷												lú							
U+29106	𩄆	5	0	0	セイ		17	172		雨星									セイ										
U+29107	𩄇	5	0	0			17	172		雨𦊄																			
U+29108	𩄈	5	0	0			17	172		雨令云																			
U+29109	𩄉	5	0	0	ハク		17	172		雨𭼿									ハク										
U+2910A	𩄊	5	0	0	レイ		17	172		雨計									レイ			lìng							
U+2910B	𩄋	5	0	0			17	172		雨洏												rú							
U+2910C	𩄌	5	0	0			17	172		雨屋																			
U+2910D	𩄍	5	0	0			17	172		雨秋													cau1						
U+2910E	𩄎	5	0	0			17	172		雨眉																mưa			
U+2910F	𩄏	5	0	0			17	172		雨風																bùng			
U+29110	𩄐	5	0	0			17	172		雨降													gong3			ráng			
U+29111	𩄑	5	0	0			17	172		雨南																nồm			
U+29112	𩄒	5	0	0			17	172		雴日 雨音																ũm			
U+29113	𩄓	5	0	0			17	172		雨枼																rợp			
U+29114	𩄔	5	0	0			17	172		雨拯																xẩng			
U+29115	𩄕	5	0	0	タン ダン		17	172		雨昰									タン ダン			dàn							
U+29116	𩄖	5	0	0	ボウ モ		17	172		雨彖									ボウ モ			méng							
U+29117	𩄗	5	0	0	カ ゲ		18	172		雨丿止乎									カ ゲ			xià							
U+29118	𩄘	5	0	0	オウ オ		18	172		雨翁									オウ オ			wěng							
U+29119	𩄙	5	0	0	カン ゴン		18	172		雨圅									カン ゴン			hán							
U+2911A	𩄚	5	0	0	シ ジ		18	172		雨真 雨眞									シ ジ			zī							
U+2911B	𩄛	5	0	0	チン ジン		18	172		雨陣									チン ジン			zhèn							
U+2911C	𩄜	5	0	0	サク		18	172		雨索									サク			sè							
U+2911D	𩄝	5	0	0	サ ザ		18	172		雨差									サ ザ			cuó							
U+2911E	𩄞	5	0	0	レキ リャク		18	172		雨秝									レキ リャク			lì							
U+2911F	𩄟	5	0	0	ガイ		18	172		雨豈									ガイ										
U+29120	𩄠	5	0	0	テン		18	172		雨真 雨眞									テン			diān							
U+29121	𩄡	5	0	0	レン ラン		18	172		雨兼									レン ラン			lián							
U+29122	𩄢	5	0	0	コウ ク		18	172		雨冓									コウ ク			gòu							
U+29123	𩄣	5	0	0	ライ		18	172		雨田田									ライ										
U+29124	𩄤	5	0	0	ハ		18	172		雨𦍤									ハ										
U+29125	𩄥	5	0	0	ライ		18	172		雨巳凵氺 雨已凵氺									ライ										
U+29126	𩄦	5	0	0	フウ ブ		18	172		雨𢓱									フウ ブ			péng							
U+29127	𩄧	5	0	0	セン		18	172		雨敉									セン										
U+29128	𩄨	5	0	0			18	172		雨骨																guốt			
U+29129	𩄩	5	0	0			18	172		雨犭几丿丶飞																			
U+2912A	𩄪	5	0	0	エイ		18	172		雨一由火 雨𠆣日丷									エイ			yīng							
U+2912B	𩄫	5	0	0	テイ		18	172		雨辶缶									テイ										
U+2912C	𩄬	5	0	0			18	172		雨浼												hòu							
U+2912D	𩄭	5	0	0	ゴ		18	172		雨悟									ゴ										
U+2912E	𩄮	5	0	0	タイ		17	161		雨退									タイ			duì							
U+2912F	𩄯	5	0	0			18	172		雺目												wù							
U+29130	𩄰	5	0	0			18	172		𩂶灬 雨烈																sét			
U+29131	𩄱	5	0	0			18	172		雨竜																dông			
U+29132	𩄲	5	0	0			18	172		雨迷																mây			
U+29133	𩄳	5	0	0			18	172		雨立立																tạnh			
U+29134	𩄴	5	0	0			18	172		雨俸																bóng			
U+29135	𩄵	5	0	0			18	172		雨納 雨糹内																nấp			
U+29136	𩄶	5	0	0			18	172		雨𥸷																xối			
U+29137	𩄷	5	0	0	ホウ ヒョウ		18	172		雨白占									ホウ ヒョウ			piào							
U+29138	𩄸	5	0	0	カク		18	172		雨任攴 雨亻壬攴									カク			hè							
U+29139	𩄹	5	0	0			18	172		雨巳一丶月																			
U+2913A	𩄺	5	0	0	ロウ ル		18	172		雨哢									ロウ ル			lóng							
U+2913B	𩄻	5	0	0	バク マク		19	172		雨莫									バク マク			mò							
U+2913C	𩄼	5	0	0	ヒ		19	172		雨渄									ヒ			fěi	fei2						
U+2913D	𩄽	5	0	0	ル		19	172		雨婁									ル			lǚ							
U+2913E	𩄾	5	0	0	サク シャク		19	172		雨責									サク シャク			zé							
U+2913F	𩄿	5	0	0	ホツ ボチ		19	172		雨㪍									ホツ ボチ			bó							
U+29140	𩅀	5	0	0	テン チョウ チュウ		19	172		雨執									テン チョウ チュウ			diàn							
U+29141	𩅁	5	0	0	ボウ モウ		19	172		雨莽 雨芖廾									ボウ モウ			mǎng							
U+29142	𩅂	5	0	0	タン ダン セン ゼン		19	172		𩃘寸 雨專									タン ダン セン ゼン										
U+29143	𩅃	5	0	0	ソウ ゾウ		19	172		雨崇									ソウ ゾウ			zhuàng							
U+29144	𩅄	5	0	0	ロク		19	172		雨鹿									ロク			lù							
U+29145	𩅅	5	0	0	ホウ		19	172		雨洴 雨氵幷									ホウ			pāng							
